iter	Passed	Remaining
1689	6393	1551
1690	6397	1547
1691	6400	1543
1692	6403	1539
1693	6408	1535
1694	6412	1532
1695	6415	1528
1696	6418	1524
1697	6422	1520
1698	6425	1516
1699	6429	1512
1700	6432	1508
1701	6435	1504
1702	6439	1501
1703	6442	1497
1704	6446	1493
1705	6449	1489
1706	6453	1485
1707	6456	1481
1708	6460	1478
1709	6464	1474
1710	6468	1470
1711	6473	1467
1712	6476	1463
1713	6479	1459
1714	6483	1455
1715	6486	1451
1716	6489	1447
1717	6494	1443
1718	6497	1440
1719	6500	1436
1720	6505	1432
1721	6508	1428
1722	6512	1424
1723	6516	1421
1724	6519	1417
1725	6523	1413
1726	6527	1409
1727	6531	1406
1728	6534	1402
1729	6538	1398
1730	6541	1394
1731	6546	1390
1732	6549	1387
1733	6553	1383
1734	6556	1379
1735	6560	1375
1736	6563	1371
1737	6567	1367
1738	6571	1364
1739	6574	1360
1740	6578	1356
1741	6582	1352
1742	6585	1348
1743	6590	1345
1744	6593	1341
1745	6596	1337
1746	6601	1333
1747	6604	1330
1748	6607	1326
1749	6612	1322
1750	6615	1318
1751	6619	1314
1752	6623	1311
1753	6626	1307
1754	6629	1303
1755	6633	1299
1756	6636	1295
1757	6640	1291
1758	6645	1288
1759	6648	1284
1760	6651	1280
1761	6655	1276
1762	6658	1272
1763	6661	1268
1764	6665	1265
1765	6668	1261
1766	6671	1257
1767	6676	1253
1768	6679	1249
1769	6682	1245
1770	6686	1242
1771	6690	1238
1772	6693	1234
1773	6697	1230
1774	6700	1226
1775	6703	1222
1776	6708	1219
1777	6712	1215
1778	6715	1211
1779	6719	1208
1780	6722	1204
1781	6726	1200
1782	6731	1196
1783	6734	1192
1784	6737	1188
1785	6742	1185
1786	6745	1181
1787	6748	1177
1788	6752	1173
1789	6755	1170
1790	6758	1166
1791	6763	1162
1792	6766	1158
1793	6769	1154
1794	6774	1151
1795	6777	1147
1796	6780	1143
1797	6785	1139
1798	6789	1135
1799	6793	1132
1800	6797	1128
1801	6800	1124
1802	6804	1120
1803	6807	1116
1804	6810	1113
1805	6814	1109
1806	6818	1105
1807	6821	1101
1808	6826	1098
1809	6829	1094
1810	6832	1090
1811	6837	1086
1812	6840	1082
1813	6843	1078
1814	6847	1075
1815	6851	1071
1816	6855	1067
1817	6860	1064
1818	6863	1060
1819	6866	1056
1820	6869	1052
1821	6872	1048
1822	6875	1044
1823	6880	1041
1824	6883	1037
1825	6886	1033
1826	6891	1029
1827	6894	1025
1828	6897	1022
1829	6901	1018
1830	6904	1014
1831	6907	1010
1832	6924	1008
1833	6927	1004
1834	6930	1000
1835	6935	997
1836	6938	993
1837	6942	989
1838	6945	985
1839	6949	981
1840	6952	978
1841	6956	974
1842	6959	970
1843	6962	966
1844	6967	962
1845	6970	959
1846	6974	955
1847	6977	951
1848	6980	947
1849	6984	943
1850	6988	940
1851	6991	936
1852	6994	932
1853	6999	928
1854	7002	924
1855	7005	921
1856	7009	917
1857	7012	913
1858	7015	909
1859	7019	905
1860	7023	901
1861	7026	898
1862	7031	894
1863	7035	890
1864	7039	887
1865	7043	883
1866	7046	879
1867	7051	875
1868	7055	871
1869	7058	868
1870	7062	864
1871	7065	860
1872	7068	856
1873	7072	852
1874	7075	849
1875	7078	845
1876	7082	841
1877	7085	837
1878	7089	833
1879	7093	830
1880	7096	826
1881	7099	822
1882	7103	818
1883	7107	814
1884	7110	810
1885	7113	807
1886	7117	803
1887	7120	799
1888	7124	795
1889	7129	792
1890	7132	788
1891	7136	784
1892	7139	780
1893	7142	776
1894	7147	773
1895	7151	769
1896	7154	765
1897	7157	761
1898	7161	757
1899	7164	754
1900	7168	750
1901	7172	746
1902	7175	742
1903	7179	739
1904	7182	735
1905	7186	731
1906	7189	727
1907	7192	723
1908	7195	719
1909	7199	716
1910	7203	712
1911	7205	708
1912	7210	704
1913	7213	700
1914	7216	697
1915	7219	693
1916	7224	689
1917	7227	685
1918	7230	682
1919	7234	678
1920	7238	674
1921	7243	670
1922	7246	667
1923	7250	663
1924	7254	659
1925	7257	655
1926	7261	651
1927	7264	648
1928	7267	644
1929	7270	640
1930	7275	636
1931	7278	632
1932	7281	629
1933	7285	625
1934	7289	621
1935	7292	617
1936	7296	614
1937	7300	610
1938	7303	606
1939	7308	602
1940	7311	598
1941	7314	595
1942	7320	591
1943	7323	587
1944	7327	583
1945	7330	580
1946	7334	576
1947	7337	572
1948	7341	568
1949	7344	564
1950	7347	561
1951	7351	557
1952	7354	553
1953	7357	549
1954	7362	546
1955	7365	542
1956	7368	538
1957	7372	534
1958	7376	530
1959	7379	527
1960	7383	523
1961	7386	519
1962	7389	515
1963	7393	512
1964	7397	508
1965	7400	504
1966	7404	500
1967	7407	496
1968	7411	493
1969	7415	489
1970	7418	485
1971	7422	481
1972	7425	477
1973	7428	474
1974	7432	470
1975	7436	466
1976	7439	462
1977	7442	459
1978	7447	455
1979	7450	451
1980	7453	447
1981	7457	443
1982	7460	440
1983	7463	436
1984	7467	432
1985	7470	428
1986	7473	425
1987	7478	421
1988	7482	417
1989	7485	413
1990	7489	410
1991	7492	406
1992	7496	402
1993	7500	398
1994	7504	394
1995	7507	391
1996	7512	387
1997	7515	383
1998	7518	379
1999	7522	376
2000	7525	372
2001	7528	368
2002	7533	364
2003	7536	361
2004	7539	357
2005	7545	353
2006	7548	349
2007	7551	345
2008	7556	342
2009	7559	338
2010	7565	334
2011	7568	331
2012	7571	327
2013	7576	323
2014	7579	319
2015	7582	315
2016	7586	312
2017	7589	308
2018	7592	304
2019	7596	300
2020	7599	297
2021	7602	293
2022	7608	289
2023	7612	285
2024	7615	282
2025	7619	278
2026	7622	274
2027	7625	270
2028	7630	266
2029	7633	263
2030	7636	259
2031	7639	255
2032	7643	251
2033	7646	248
2034	7650	244
2035	7653	240
2036	7656	236
2037	7661	233
2038	7664	229
2039	7668	225
2040	7671	221
2041	7675	217
2042	7678	214
2043	7682	210
2044	7685	206
2045	7688	202
2046	7691	199
2047	7695	195
2048	7698	191
2049	7702	187
2050	7706	184
2051	7709	180
2052	7713	176
2053	7717	172
2054	7720	169
2055	7724	165
2056	7727	161
2057	7730	157
2058	7734	154
2059	7738	150
2060	7741	146
2061	7744	142
2062	7748	138
2063	7751	135
2064	7755	131
2065	7759	127
2066	7762	123
2067	7766	120
2068	7769	116
2069	7772	112
2070	7776	108
2071	7780	105
2072	7783	101
2073	7786	97
2074	7790	93
2075	7793	90
2076	7797	86
2077	7802	82
2078	7805	78
2079	7809	75
2080	7813	71
2081	7816	67
2082	7820	63
2083	7824	60
2084	7827	56
2085	7830	52
2086	7833	48
2087	7836	45
2088	7840	41
2089	7844	37
2090	7847	33
2091	7850	30
2092	7854	26
2093	7858	22
2094	7861	18
2095	7864	15
2096	7868	11
2097	7871	7
2098	7875	3
2099	7878	0
