iter	RMSE
211	0.2419547724
212	0.2416007706
213	0.2412388959
214	0.2408607312
215	0.2406248592
216	0.2403075914
217	0.2397783439
218	0.2393987225
219	0.2390884837
220	0.2386398411
221	0.2382606789
222	0.2380043087
223	0.2376960863
224	0.2373989192
225	0.2369785385
226	0.2367091242
227	0.2364176667
228	0.2360661415
229	0.2358214623
230	0.2355135332
231	0.2352146248
232	0.2348204424
233	0.2345164182
234	0.2341273762
235	0.233775585
236	0.2334122285
237	0.2331154199
238	0.232820232
239	0.2324089785
240	0.2320734415
241	0.23178016
242	0.2315968164
243	0.2313072955
244	0.2309908591
245	0.2306978101
246	0.2303734964
247	0.2301640252
248	0.2298342725
249	0.2295287457
250	0.229192617
251	0.2289891312
252	0.2286047731
253	0.2283731271
254	0.2280969448
255	0.2277937664
256	0.2276177639
257	0.2273655179
258	0.2271985512
259	0.2269096683
260	0.2265438249
261	0.2262386791
262	0.2259601149
263	0.2257028383
264	0.2255439301
265	0.2252765214
266	0.2250145381
267	0.2247945203
268	0.2245739893
269	0.2243577424
270	0.2240593746
271	0.2238542332
272	0.22347152
273	0.2232849379
274	0.2230652843
275	0.222845117
276	0.2226381
277	0.2224946108
278	0.2222958466
279	0.2220273192
280	0.221714368
281	0.2215537797
282	0.2211943998
283	0.2210146334
284	0.2208181252
285	0.2205759201
286	0.2202919507
287	0.2201214147
288	0.2199602761
289	0.2197963684
290	0.2196686243
291	0.2194930981
292	0.2191758095
293	0.2189427324
294	0.2187518403
295	0.2185090687
296	0.2183653921
297	0.2181769218
298	0.2178683761
299	0.2176179551
300	0.2174704464
301	0.2172963908
302	0.2170390081
303	0.2168925159
304	0.2167456934
305	0.216613203
306	0.2164532947
307	0.2162849042
308	0.2158955921
309	0.2156847929
310	0.215438216
311	0.2152328612
312	0.2150146918
313	0.2148386518
314	0.2145768681
315	0.2144500402
316	0.2141799973
317	0.2139869819
318	0.2136604996
319	0.2134536361
320	0.2132943582
321	0.2131598137
322	0.2128966139
323	0.2126996584
324	0.2125354603
325	0.2123093519
326	0.2120096649
327	0.2119027034
328	0.211620207
329	0.2114354793
330	0.2113395712
331	0.2111455247
332	0.2109915285
333	0.210755414
334	0.2106150568
335	0.210442943
336	0.2102702891
337	0.2101538498
338	0.2098339855
339	0.2096962249
340	0.2095320659
341	0.2093946792
342	0.2090829192
343	0.2088998201
344	0.2087161901
345	0.2085078508
346	0.2082843472
347	0.208036712
348	0.2078637996
349	0.2076490152
350	0.2075681712
351	0.2072531929
352	0.2071102488
353	0.2068259168
354	0.2066234422
355	0.2064862157
356	0.2063671264
357	0.2061571628
358	0.2058853979
359	0.2057233846
360	0.2054586169
361	0.205344219
362	0.2051040432
363	0.2048502215
364	0.2046333183
365	0.2044850064
366	0.2042730683
367	0.2041126573
368	0.2039294427
369	0.2036259183
370	0.2034258779
371	0.2032765748
372	0.2030240639
373	0.2028723137
374	0.202792737
375	0.2026650584
376	0.20250153
377	0.2023242815
378	0.2022373948
379	0.2019553446
380	0.2017161071
381	0.2015498972
382	0.2014233384
383	0.2012375904
384	0.2011259381
385	0.2008724444
386	0.2007089105
387	0.200566409
388	0.2004573888
389	0.2003042459
390	0.2001036318
391	0.1999222843
392	0.1997340198
393	0.1995949807
394	0.1994936658
395	0.1993557342
396	0.1992198329
397	0.1990565636
398	0.1989246959
399	0.1987050387
400	0.1986177477
401	0.1984952322
402	0.198390033
403	0.1982539688
404	0.1981380364
405	0.1978487884
406	0.1977371973
407	0.1976315684
408	0.1974400879
409	0.1973161216
410	0.1971625821
411	0.1970061881
412	0.1968813562
413	0.1967043577
414	0.196526246
415	0.1962826829
416	0.1961712121
417	0.1959466951
418	0.1958386128
419	0.1958040508
420	0.1956100613
421	0.1954862571
422	0.1953327282
423	0.195244317
424	0.1951032713
425	0.1949047525
426	0.1946712269
427	0.1945072223
428	0.1943688259
429	0.1942290491
430	0.194080215
431	0.1939644132
432	0.1938320058
433	0.1936664173
434	0.1935605324
435	0.1934335427
436	0.1932787773
437	0.1931647877
438	0.1930727877
439	0.1929302957
440	0.1928635995
441	0.1927272979
442	0.1924866423
443	0.192391166
444	0.1922422489
445	0.1920844424
446	0.1919785697
447	0.1919178286
448	0.1917466016
449	0.1916571792
450	0.1915496907
451	0.1914158911
452	0.1912509802
453	0.191147545
454	0.1909275029
455	0.1908226402
456	0.1906687445
457	0.1905676274
458	0.190462625
459	0.190400948
460	0.1902963931
461	0.1901291231
462	0.1899972443
463	0.1897431235
464	0.1896220399
465	0.1895304707
466	0.1894068804
467	0.1893291682
468	0.1891290837
469	0.1889977142
470	0.1888772217
471	0.1887002137
472	0.1886001743
473	0.188517997
474	0.1884238881
475	0.1881924218
476	0.1880456852
477	0.1879079298
478	0.1877903669
479	0.1876910278
480	0.1875681279
481	0.1873974483
482	0.1873046307
483	0.1870999472
484	0.1869921925
485	0.1869173409
486	0.1868256429
487	0.1867132075
488	0.1866159786
489	0.1865094496
490	0.1864243486
491	0.1862837492
492	0.1860820925
493	0.1860153001
494	0.1859633477
495	0.1858839872
496	0.1857717696
497	0.1857098321
498	0.1855866434
499	0.1854922648
500	0.1853749654
501	0.18533922
502	0.1852432754
503	0.1851514465
504	0.1850042687
505	0.184878978
506	0.1848182375
507	0.1847328932
508	0.1846341362
509	0.184521872
510	0.1843680056
511	0.1842717518
512	0.1841318396
513	0.1840433679
514	0.1839573612
515	0.1837753977
516	0.1837044199
517	0.1835590527
518	0.1835075681
519	0.1833914548
520	0.183294603
521	0.1831931023
522	0.1831186014
523	0.1829632107
524	0.1828514425
525	0.1827857769
526	0.1827397048
527	0.1825971184
528	0.1824020274
529	0.1823029031
530	0.1822733779
531	0.1822007552
532	0.1821340569
533	0.1820111976
534	0.1819223815
535	0.1818051301
536	0.1817293936
537	0.1816473165
538	0.1815806802
539	0.1814482103
540	0.1813206673
541	0.1811818179
542	0.1811071012
543	0.1809564304
544	0.180862012
545	0.1807374341
546	0.1805814558
547	0.180368631
548	0.1802705753
549	0.1802102846
550	0.180126705
551	0.180090695
552	0.1800131761
553	0.1799247665
554	0.179790993
555	0.1797025858
556	0.179629952
557	0.1795657897
558	0.1794893472
559	0.1793613456
560	0.1791781607
561	0.1791268445
562	0.1790343567
563	0.1789340795
564	0.1788173574
565	0.1787335234
566	0.1786586023
567	0.1785323956
568	0.1784005866
569	0.1783595237
570	0.1782397992
571	0.1781433363
572	0.177951
573	0.1778567154
574	0.1777347461
575	0.1776688068
576	0.1776447887
577	0.1775496975
578	0.1773208734
579	0.177210134
580	0.1771588163
581	0.177039489
582	0.176958903
583	0.1768102645
584	0.1767495391
585	0.1766590759
586	0.1765454567
587	0.1764056552
588	0.1762245851
589	0.1761025411
590	0.1760153845
591	0.1759428785
592	0.1758370076
593	0.1757948922
594	0.1757054247
595	0.1755726468
596	0.1754826638
597	0.1753872774
598	0.1753291759
599	0.1752358368
600	0.1751728404
601	0.1751004501
602	0.1750436828
603	0.1748774307
604	0.1747209735
605	0.1746076516
606	0.1745086888
607	0.1744632307
608	0.1743877879
609	0.1743093699
610	0.1741929315
611	0.1740912944
612	0.1740093394
613	0.1739263847
614	0.1738691831
615	0.1738057957
616	0.1737411194
617	0.173630949
618	0.1734483036
619	0.1733708445
620	0.1733176133
621	0.173274951
622	0.1732114057
623	0.1730575566
624	0.1729842299
625	0.172898898
626	0.1728359673
627	0.1727584704
628	0.1726968501
629	0.1726188048
630	0.1724514201
631	0.1723315693
632	0.1722134608
633	0.1721481767
634	0.1720489057
635	0.1719926873
636	0.1719606268
637	0.171847136
638	0.1717701752
639	0.1716711009
640	0.1715806746
641	0.1715011655
642	0.1714479559
643	0.1713741943
644	0.1712636389
645	0.17122211
646	0.1711254389
647	0.1710547145
648	0.1709825017
649	0.1707949725
650	0.1707287152
651	0.170650125
652	0.1705945722
653	0.1705419176
654	0.1704378177
655	0.1703782775
656	0.1703075501
657	0.1702417523
658	0.1702147662
659	0.1701294085
660	0.1700114797
661	0.1699399313
662	0.1698982611
663	0.1698562776
664	0.1697930224
665	0.1696948053
666	0.1696510198
667	0.1695111816
668	0.1694525109
669	0.1693676963
670	0.1692549413
671	0.1691716853
672	0.169074627
673	0.1689929636
674	0.1689277796
675	0.168837196
676	0.1687502894
677	0.1686813683
678	0.1686545553
679	0.168516629
680	0.1684700993
681	0.1683996176
682	0.1683615861
683	0.1682993899
684	0.1681722454
685	0.168103028
686	0.1680365156
687	0.1679949459
688	0.1679345203
689	0.1678491349
690	0.1678072387
691	0.1676779455
692	0.1676212649
693	0.1675412359
694	0.1674839078
695	0.1674279657
696	0.1673964619
697	0.167364756
698	0.1673223989
699	0.167254547
700	0.1671569138
701	0.1670915178
702	0.1669624877
703	0.1668842759
704	0.1668033753
705	0.1667008612
706	0.1666434901
707	0.1665521331
708	0.166434157
709	0.1663601499
710	0.1662996441
711	0.1662558334
712	0.1661922081
713	0.166119254
714	0.1660372649
715	0.1659629946
716	0.1658272163
717	0.1657352483
718	0.1656762617
719	0.1655980868
720	0.1655714262
721	0.1655021737
722	0.1654062193
723	0.1653101787
724	0.1652498723
725	0.1651826885
726	0.1651147512
727	0.1650568381
728	0.1649627604
729	0.1649133975
730	0.1648279397
731	0.1647737748
732	0.1647097422
733	0.1646378641
734	0.1645674278
735	0.1645040233
736	0.1644373795
737	0.1644019108
738	0.1643404902
739	0.1642615726
740	0.1642003563
741	0.1641119264
742	0.1640396718
743	0.1639598015
744	0.1638866639
745	0.1638599579
746	0.1637890104
747	0.1636941283
748	0.163649234
749	0.1636170301
750	0.1635810117
751	0.1635340086
752	0.1634854045
753	0.163422541
754	0.1633522603
755	0.1633180166
756	0.1632793655
757	0.1632263079
758	0.1631542946
759	0.1630907681
760	0.1629951809
761	0.1629379131
762	0.1628685087
763	0.162779761
764	0.162746397
765	0.1626882469
766	0.1626299074
767	0.1625706315
768	0.1624953751
769	0.1624244594
770	0.1623723982
771	0.1623366988
772	0.1622765946
773	0.1622412348
774	0.1622014866
775	0.1621401812
776	0.1620971113
777	0.1620430152
778	0.1619665009
779	0.1618928483
780	0.1618279333
781	0.1617792242
782	0.1617194116
783	0.1616640741
784	0.161557677
785	0.1614889339
786	0.1613834321
787	0.1613539163
788	0.1612978245
789	0.1612146609
790	0.161110792
791	0.1610419801
792	0.1610023897
793	0.1609749914
794	0.1609158976
795	0.1608691468
796	0.1608056723
797	0.1607114957
798	0.1606101187
799	0.1605443648
800	0.1605027825
801	0.1604623163
802	0.160440566
803	0.1603875983
804	0.1603343674
805	0.1602249997
806	0.1601934489
807	0.1601523573
808	0.1600521379
809	0.1600260405
810	0.1599450843
811	0.1598794967
812	0.1598114657
813	0.1597398791
814	0.1597002064
815	0.1596291376
816	0.1595714322
817	0.1595055677
818	0.1594164667
819	0.1593871205
820	0.1593373599
821	0.1592767605
822	0.1592078578
823	0.159128536
824	0.1590654041
825	0.1590135694
826	0.158948638
827	0.1589031848
828	0.1588097041
829	0.1587512755
830	0.1586855282
831	0.1586002762
832	0.1585536789
833	0.1585136549
834	0.1584304069
835	0.15837997
836	0.1582926417
837	0.1582755661
838	0.1582191637
839	0.1581803925
840	0.1581335282
841	0.1580734414
842	0.158041002
843	0.1579876482
844	0.1579097258
845	0.1578677366
846	0.1578487564
847	0.1578128799
848	0.157776327
849	0.1577580607
850	0.1576939801
851	0.1576457933
852	0.1576183509
853	0.1575313318
854	0.1574823045
855	0.1574429976
856	0.1573898818
857	0.1573736337
858	0.1573428235
859	0.1572937382
860	0.1572648713
861	0.1572397612
862	0.1572223938
863	0.1571717471
864	0.1571448092
865	0.1570637469
866	0.1570165106
867	0.1569971732
868	0.156944463
869	0.1569253051
870	0.156811763
871	0.1567778526
872	0.1567494448
873	0.1566693715
874	0.1566070219
875	0.1565909112
876	0.1565171616
877	0.1564741915
878	0.1564096172
879	0.1563390523
880	0.15631855
881	0.1562463592
882	0.1562268159
883	0.1561710586
884	0.1561233001
885	0.1560577075
886	0.1560262535
887	0.1559637765
888	0.1559025482
889	0.1558581238
890	0.1558242133
891	0.1557634366
892	0.1557341609
893	0.155690851
894	0.15565945
895	0.1556082659
896	0.1555845942
897	0.1555377087
898	0.1554895917
899	0.1554353755
900	0.155408314
901	0.1553825495
902	0.1553456371
903	0.1552741201
904	0.1552412172
905	0.1552222709
906	0.1551732404
907	0.1551438327
908	0.15509057
909	0.1550224002
910	0.1549486153
911	0.154913089
912	0.154848849
913	0.1547677811
914	0.1547344087
915	0.1546735088
916	0.1546347089
917	0.1545662007
918	0.1545227988
919	0.1544920282
920	0.1544454782
921	0.1544073537
922	0.1543406353
923	0.1543071147
924	0.1542457273
925	0.1541619947
926	0.1541466932
927	0.1541051805
928	0.1540555093
929	0.1540001465
930	0.1539870464
931	0.1539396995
932	0.1537891814
933	0.1537490346
934	0.153716846
935	0.1536530326
936	0.1536048987
937	0.1535518673
938	0.1534935611
939	0.1534554675
940	0.1534149607
941	0.1533655215
942	0.1533286772
943	0.1532790898
944	0.1532503733
945	0.1532275124
946	0.153151268
947	0.1531353821
948	0.153083829
949	0.1530295161
950	0.1529759925
951	0.1529483556
952	0.1528985608
953	0.1528192557
954	0.1527981293
955	0.1527640076
956	0.1527416895
957	0.1526884229
958	0.1526460649
959	0.1526335428
960	0.1525775872
961	0.1525246623
962	0.1524696223
963	0.152415207
964	0.1523158972
965	0.1522535072
966	0.152198732
967	0.1521624789
968	0.1520952302
969	0.1520419575
970	0.1520041556
971	0.1519908469
972	0.1519394561
973	0.1519115029
974	0.1518671076
975	0.1518396073
976	0.1518151061
977	0.1517841551
978	0.1517613183
979	0.1517385995
980	0.1517137548
981	0.1516774029
982	0.1516476195
983	0.1516230403
984	0.1515659437
985	0.1515082286
986	0.1514792989
987	0.151409435
988	0.1513439918
989	0.15129346
990	0.1512630826
991	0.1512239112
992	0.1511567156
993	0.1510915366
994	0.1510636792
995	0.1510196588
996	0.150986275
997	0.1509396355
998	0.1508655415
999	0.1508376737
1000	0.1508114824
1001	0.1507847896
1002	0.1507579356
1003	0.1507287057
1004	0.1506681759
1005	0.1506492554
1006	0.1506156155
1007	0.1505928569
1008	0.1505295221
1009	0.1504835267
1010	0.150449067
1011	0.1503816846
1012	0.1503263441
1013	0.1502860319
1014	0.1502466507
1015	0.1502242841
1016	0.1501317761
1017	0.1500305503
1018	0.1499832141
1019	0.1499460505
1020	0.1498937241
1021	0.1498464401
1022	0.1498331401
1023	0.1498053953
1024	0.1497253022
1025	0.1496919411
1026	0.1496825757
1027	0.149644817
1028	0.1495687654
1029	0.1495482663
1030	0.1495040992
1031	0.149473799
1032	0.1494567818
1033	0.149428914
1034	0.1494180329
1035	0.1493811429
1036	0.1493263016
1037	0.1492826824
1038	0.1492386619
1039	0.149196472
1040	0.1491638538
1041	0.1491060271
1042	0.1490905285
1043	0.1490658766
1044	0.1489962621
1045	0.1489461267
1046	0.1489115704
1047	0.1488635717
1048	0.1488383111
1049	0.1487963203
1050	0.148766614
1051	0.1487326965
1052	0.1486855693
1053	0.1486510649
1054	0.1486294374
1055	0.148591076
1056	0.1485619406
1057	0.1485140868
1058	0.1484858606
1059	0.1484397608
1060	0.1483908368
1061	0.1483562589
1062	0.1483320932
1063	0.1483178335
1064	0.1482636385
1065	0.1482327723
1066	0.1481781457
1067	0.1481147248
1068	0.1480953441
1069	0.1479870031
1070	0.1479596373
1071	0.1479470313
1072	0.147906548
1073	0.1478708018
1074	0.1478373837
1075	0.1478149031
1076	0.1477476562
1077	0.1477272962
1078	0.1476894212
1079	0.1476641262
1080	0.1476149409
1081	0.1475719156
1082	0.1475468846
1083	0.147523103
1084	0.1474737996
1085	0.1474527441
1086	0.1474153624
1087	0.1473725115
1088	0.1473458996
1089	0.1473093946
1090	0.1472663399
1091	0.1472196561
1092	0.1471208201
1093	0.1471034808
1094	0.1470763865
1095	0.1470458656
1096	0.1470282099
1097	0.1469772922
1098	0.1469359247
1099	0.146887728
1100	0.1468637839
1101	0.1468382026
1102	0.1468150461
1103	0.1467589903
1104	0.146736533
1105	0.1466805756
1106	0.1466582794
1107	0.146599362
1108	0.1465760097
1109	0.1465396782
1110	0.1465185798
1111	0.1464710782
1112	0.1464023696
1113	0.1463905382
1114	0.1463613801
1115	0.1463221383
1116	0.1462985215
1117	0.1462431479
1118	0.1462046972
1119	0.1461385558
1120	0.1460820095
1121	0.1460425719
1122	0.1460192122
1123	0.1459668311
1124	0.1458976724
1125	0.1458520976
1126	0.1457991845
1127	0.1457451207
1128	0.1457066235
1129	0.1456673654
1130	0.1456418917
1131	0.1456016262
1132	0.1455818856
1133	0.1455468931
1134	0.1455237397
1135	0.1455039388
1136	0.1454737841
1137	0.1454442968
1138	0.1453681293
1139	0.1453266924
1140	0.1453007717
1141	0.1452563187
1142	0.1452218524
1143	0.1451634113
1144	0.1451130864
1145	0.1450693284
1146	0.1450293405
1147	0.14495886
1148	0.1449338052
1149	0.1448969613
1150	0.1448728147
1151	0.1448515972
1152	0.1448079756
1153	0.1447815865
1154	0.1447494195
1155	0.1447161711
1156	0.144671616
1157	0.1446523606
1158	0.1446319596
1159	0.1445936832
1160	0.1445635864
1161	0.1445265073
1162	0.1444847506
1163	0.1444700122
1164	0.1444224038
1165	0.1443540987
1166	0.1443061522
1167	0.1442979575
1168	0.1442656998
1169	0.1442343
1170	0.1442143245
1171	0.1441676454
1172	0.1441366015
1173	0.144065301
1174	0.1439666624
1175	0.14394436
1176	0.1439132337
1177	0.1438983701
1178	0.1438809452
1179	0.1438306093
1180	0.1437880032
1181	0.1437562258
1182	0.1437191948
1183	0.1437011813
1184	0.1436643684
1185	0.1436471523
1186	0.1436228717
1187	0.1435892845
1188	0.1435613124
1189	0.1435109777
1190	0.1434449049
1191	0.1434156981
1192	0.1433866549
1193	0.1433227757
1194	0.1433125071
1195	0.1432852989
1196	0.1432636421
1197	0.1432158754
1198	0.1431965089
1199	0.1431309975
1200	0.1430867246
1201	0.1430671869
1202	0.1430514971
1203	0.1430095553
1204	0.1429377779
1205	0.1429221648
1206	0.1428621372
1207	0.1427806269
1208	0.1427489622
1209	0.1427034422
1210	0.142679291
1211	0.1426395356
1212	0.1425857251
1213	0.1425681342
1214	0.1425301023
1215	0.1425073212
1216	0.1424796079
1217	0.1424432813
1218	0.1424227002
1219	0.1423550422
1220	0.1423248464
1221	0.142304546
1222	0.1422859921
1223	0.1422764898
1224	0.1422392376
1225	0.1422047645
1226	0.1421870891
1227	0.1421462581
1228	0.1420832061
1229	0.1420712826
1230	0.1420281295
1231	0.1419831315
1232	0.1419249105
1233	0.1419100213
1234	0.1418814452
1235	0.14185292
1236	0.1418228737
1237	0.1417918879
1238	0.1417717771
1239	0.1417438242
1240	0.1417206529
1241	0.1416765449
1242	0.141626046
1243	0.1416136615
1244	0.1415950912
1245	0.1415676383
1246	0.1415267501
1247	0.1414737486
1248	0.1414458972
1249	0.141419176
1250	0.1413901505
1251	0.141353426
1252	0.1413295565
1253	0.1413137871
1254	0.1412980079
1255	0.1412693383
1256	0.1412271628
1257	0.1411816551
1258	0.1411510273
1259	0.1411329162
1260	0.141110499
1261	0.1410865819
1262	0.1410727771
1263	0.1410348895
1264	0.1409904257
1265	0.1409607063
1266	0.1409084921
1267	0.1408905845
1268	0.1408660092
1269	0.1408449877
1270	0.1408294026
1271	0.1408104519
1272	0.1407654548
1273	0.1407399448
1274	0.1407216449
1275	0.1406869057
1276	0.1406701272
1277	0.140632104
1278	0.1406079679
1279	0.1405788637
1280	0.1404992571
1281	0.1404724131
1282	0.140430472
1283	0.1404054046
1284	0.1403710177
1285	0.1403407528
1286	0.1403132516
1287	0.140275668
1288	0.140234819
1289	0.1401987424
1290	0.1401794475
1291	0.1401614996
1292	0.1401295161
1293	0.1401137615
1294	0.1400966515
1295	0.1400771291
1296	0.1400724325
1297	0.1400178309
1298	0.1399876283
1299	0.1399653156
1300	0.1399474824
1301	0.139905224
1302	0.1398701185
1303	0.1398378535
1304	0.1398044032
1305	0.1397657842
1306	0.1397494973
1307	0.1397233797
1308	0.1396971908
1309	0.1396660611
1310	0.1396139295
1311	0.1395702436
1312	0.1395454872
1313	0.139499859
1314	0.1394629976
1315	0.1394330509
1316	0.139420196
1317	0.1393656892
1318	0.1393274226
1319	0.1393029957
1320	0.1392821953
1321	0.1392592789
1322	0.1392518878
1323	0.1392085941
1324	0.1391935371
1325	0.1391595303
1326	0.13914242
1327	0.1391052605
1328	0.1390255431
1329	0.1390140895
1330	0.1390068724
1331	0.13898247
1332	0.1389598892
1333	0.1389364209
1334	0.138901407
1335	0.1388922464
1336	0.1388776971
1337	0.1388295645
1338	0.1388015944
1339	0.1387787896
1340	0.1387432463
1341	0.1387274023
1342	0.1386962815
1343	0.1386816804
1344	0.1386682993
1345	0.1385759701
1346	0.1385582734
1347	0.1385165757
1348	0.1384797294
1349	0.1384539596
1350	0.1384363651
1351	0.1384122542
1352	0.1383894897
1353	0.1383490184
1354	0.1383009691
1355	0.1382792265
1356	0.1382461914
1357	0.1382142304
1358	0.1381779971
1359	0.138143986
1360	0.1381115307
1361	0.1380876633
1362	0.1380626829
1363	0.1380372399
1364	0.1380255785
1365	0.1380057279
1366	0.137971783
1367	0.1379458452
1368	0.1379150465
1369	0.1378711789
1370	0.1378391816
1371	0.1378047613
1372	0.1377767131
1373	0.1377580261
1374	0.1377316168
1375	0.1377184037
1376	0.1377022977
1377	0.1376442548
1378	0.1376064017
1379	0.1375778766
1380	0.1375485967
1381	0.1375340763
1382	0.1375044777
1383	0.1374871808
1384	0.1374462926
1385	0.1374263434
1386	0.137402001
1387	0.1373250292
1388	0.1372877201
1389	0.1372603991
1390	0.137242863
1391	0.1371973407
1392	0.1371698869
1393	0.1371540092
1394	0.1371306894
1395	0.1371099401
1396	0.137094503
1397	0.1370637917
1398	0.137037173
1399	0.1370190622
1400	0.1370015461
1401	0.1369303938
1402	0.1369108578
1403	0.1368809455
1404	0.1368602303
1405	0.1368010107
1406	0.1367571879
1407	0.1367426562
1408	0.1367288486
1409	0.136720375
1410	0.1366995929
1411	0.1366832156
1412	0.1366609943
1413	0.1366421389
1414	0.1366082825
1415	0.1365860722
1416	0.1365651302
1417	0.136521642
1418	0.1365114043
1419	0.136485855
1420	0.1364669282
1421	0.1364312464
1422	0.13640534
1423	0.1363481861
1424	0.1363286638
1425	0.1362932742
1426	0.1362642208
1427	0.1362363087
1428	0.1362210702
1429	0.1362113612
1430	0.136206538
1431	0.1361553722
1432	0.1361318124
1433	0.1360655518
1434	0.1360329664
1435	0.1359745414
1436	0.1359661688
1437	0.1359337805
1438	0.1359126316
1439	0.1358850335
1440	0.1358525274
1441	0.1358198563
1442	0.1357998576
1443	0.1357892951
1444	0.1357782148
1445	0.1357388287
1446	0.1356732462
1447	0.1356530169
1448	0.1356211789
1449	0.1356057211
1450	0.1355930638
1451	0.1355761274
1452	0.1355598195
1453	0.135545201
1454	0.1355284845
1455	0.1355117996
1456	0.1354981769
1457	0.1354683237
1458	0.1354459847
1459	0.1354040652
1460	0.1353824902
1461	0.1353430876
1462	0.1353303907
1463	0.1353156109
1464	0.1353093542
1465	0.1352980668
1466	0.1352554699
1467	0.1352053466
1468	0.1351919786
1469	0.1351392862
1470	0.1350861489
1471	0.1350471591
1472	0.135033218
1473	0.1350075986
1474	0.1349879977
1475	0.1349568732
1476	0.1349294015
1477	0.1349012493
1478	0.1348869576
1479	0.1348612601
1480	0.1348449998
1481	0.1348181606
1482	0.1348035383
1483	0.13477832
1484	0.1347590823
1485	0.1347286021
1486	0.1347036256
1487	0.1346859458
1488	0.1346449075
1489	0.1346123275
1490	0.1345435913
1491	0.1345204194
1492	0.1344859411
1493	0.1344576177
1494	0.1344394196
1495	0.1344196112
1496	0.1343970561
1497	0.1343703467
1498	0.1343495132
1499	0.134333677
1500	0.1342989188
1501	0.1342770189
1502	0.1342608139
1503	0.1342211599
1504	0.1342130019
1505	0.1341974118
1506	0.1341763294
1507	0.1341527735
1508	0.1341296175
1509	0.1341156967
1510	0.1340872823
1511	0.134055129
1512	0.1340123664
1513	0.1339888488
