iter	RMSE
1514	0.1339719544
1515	0.1339432235
1516	0.1339077533
1517	0.1338903333
1518	0.1338669735
1519	0.1338560407
1520	0.1338361161
1521	0.1337959105
1522	0.1337764164
1523	0.1337626786
1524	0.1337450194
1525	0.1337306587
1526	0.1337064361
1527	0.1336892169
1528	0.1336604128
1529	0.1336431554
1530	0.133633183
1531	0.1336176054
1532	0.1335902629
1533	0.1335682346
1534	0.1335385454
1535	0.1335231196
1536	0.1335199094
1537	0.1334835663
1538	0.1334673732
1539	0.1334483674
1540	0.1334259918
1541	0.1334205855
1542	0.1333996001
1543	0.1333877199
1544	0.1333143461
1545	0.1332936607
1546	0.133266553
1547	0.1332596423
1548	0.1332478189
1549	0.1332274093
1550	0.1332154559
1551	0.1331873411
1552	0.1331690036
1553	0.1331223304
1554	0.1330823257
1555	0.1330404275
1556	0.1330135282
1557	0.1329976871
1558	0.1329606763
1559	0.1329336951
1560	0.1329124382
1561	0.1329018439
1562	0.1328728594
1563	0.1328663785
1564	0.1328469866
1565	0.1328211441
1566	0.1328000336
1567	0.1327577775
1568	0.1327211769
1569	0.1326961814
1570	0.1326743774
1571	0.1326618448
1572	0.132649033
1573	0.1326330747
1574	0.1326122559
1575	0.1325739011
1576	0.1325537501
1577	0.1325396041
1578	0.1325128548
1579	0.1324813285
1580	0.1324649027
1581	0.1324446369
1582	0.1324192198
1583	0.1324028367
1584	0.1323571277
1585	0.1323301591
1586	0.1322956149
1587	0.1322870355
1588	0.1322563296
1589	0.1322442547
1590	0.1322293119
1591	0.1321542106
1592	0.1321445205
1593	0.1321280738
1594	0.1321160228
1595	0.1320915412
1596	0.1320807383
1597	0.1320387532
1598	0.1320119586
1599	0.13199714
1600	0.1319862503
1601	0.1319610801
1602	0.1319451081
1603	0.1319291953
1604	0.1318844176
1605	0.1318599221
1606	0.131843259
1607	0.131785607
1608	0.1317781579
1609	0.1317568067
1610	0.1317058859
1611	0.1316532146
1612	0.1316351081
1613	0.1315910075
1614	0.1315575258
1615	0.1315300873
1616	0.1314387971
1617	0.1314146172
1618	0.1313900204
1619	0.1313739615
1620	0.1313455277
1621	0.1313066021
1622	0.131284548
1623	0.1312577912
1624	0.1312463992
1625	0.1312275925
1626	0.1312133803
1627	0.1312035934
1628	0.131187675
1629	0.1311530683
1630	0.1311193087
1631	0.1311056396
1632	0.1310752037
1633	0.1310534247
1634	0.1310278912
1635	0.1310081702
1636	0.1309899233
1637	0.1309578855
1638	0.1309503941
1639	0.1309317232
1640	0.1309023909
1641	0.1308704841
1642	0.1308155334
1643	0.1308093632
1644	0.1307840788
1645	0.1307503302
1646	0.1307224012
1647	0.1307107083
1648	0.1306898513
1649	0.1306827235
1650	0.1306490909
1651	0.1306363338
1652	0.1306261925
1653	0.130611944
1654	0.1305995302
1655	0.1305727463
1656	0.1305587773
1657	0.1305438823
1658	0.1305168678
1659	0.130501816
1660	0.1304788762
1661	0.1304581254
1662	0.1304488258
1663	0.1304287563
1664	0.13041346
1665	0.1303640329
1666	0.1303296049
1667	0.1303217039
1668	0.1302964042
1669	0.130263754
1670	0.1302348169
1671	0.1302115346
1672	0.1301988095
1673	0.1301541145
1674	0.1301469152
1675	0.1301284454
1676	0.1301124453
1677	0.1300979967
1678	0.1300672279
1679	0.1300269485
1680	0.1299951898
1681	0.1299605933
1682	0.1299426333
1683	0.1299113939
1684	0.1298889689
1685	0.1298764814
1686	0.1298360019
1687	0.1298128065
1688	0.1297998799
1689	0.1297772489
1690	0.1297738609
1691	0.1297360674
1692	0.1297108565
1693	0.1297000091
1694	0.1296906236
1695	0.1296704389
1696	0.1296328551
1697	0.1296104374
1698	0.1295444042
1699	0.1295145365
1700	0.1294901323
1701	0.1294700804
1702	0.129463564
1703	0.1294396951
1704	0.1294216912
1705	0.1294119104
1706	0.1293855104
1707	0.1293638909
1708	0.129333678
1709	0.1293207283
1710	0.1293088116
1711	0.1292830979
1712	0.1292660774
1713	0.1292521915
1714	0.129188024
1715	0.1291709635
1716	0.129143007
1717	0.1291193106
1718	0.1291039685
1719	0.1290931934
1720	0.129078334
1721	0.1290695482
1722	0.1290407314
1723	0.1290098558
1724	0.1289883625
1725	0.1289533627
1726	0.1289476532
1727	0.1289065097
1728	0.1288972854
1729	0.1288577497
1730	0.1288298504
1731	0.1288152205
1732	0.1287855006
1733	0.128748129
1734	0.1287227356
1735	0.1287076845
1736	0.1286893973
1737	0.1286584868
1738	0.1286295143
1739	0.1286173481
1740	0.1285807597
1741	0.1285748502
1742	0.1285454616
1743	0.1285171086
1744	0.1285015528
1745	0.1284841254
1746	0.1284296368
1747	0.1284155357
1748	0.1284032578
1749	0.1283790615
1750	0.1283564379
1751	0.1283416735
1752	0.1283107289
1753	0.1282987899
1754	0.1282656882
1755	0.1282360043
1756	0.1282249573
1757	0.128205207
1758	0.1281829418
1759	0.1281725977
1760	0.1281073908
1761	0.1280918576
1762	0.1280826388
1763	0.1280570613
1764	0.1280360445
1765	0.1280280628
1766	0.1280108088
1767	0.1279846227
1768	0.1279674254
1769	0.127913932
1770	0.1278892305
1771	0.1278754217
1772	0.1278659496
1773	0.1278498259
1774	0.1278235683
1775	0.1278122211
1776	0.1277953826
1777	0.1277823602
1778	0.1277593835
1779	0.1277226123
1780	0.1277000113
1781	0.127666907
1782	0.1276214304
1783	0.127611658
1784	0.1276045074
1785	0.1275899677
1786	0.1275752023
1787	0.1275478883
1788	0.1275343016
1789	0.1274944281
1790	0.1274624602
1791	0.1274363121
1792	0.1273876455
1793	0.1273704429
1794	0.127351473
1795	0.1273416001
1796	0.1273264016
1797	0.1273118404
1798	0.1272932022
1799	0.1272777972
1800	0.1272645125
1801	0.1272518411
1802	0.1272354173
1803	0.127221495
1804	0.1272018545
1805	0.1271639138
1806	0.1271452017
1807	0.127127624
1808	0.1271026359
1809	0.1270911654
1810	0.127065077
1811	0.1270567597
1812	0.127042679
1813	0.127027037
1814	0.1270087897
1815	0.1269645357
1816	0.1269555567
1817	0.1269405664
1818	0.1269221736
1819	0.1268972233
1820	0.1268795835
1821	0.1268542592
1822	0.1268382782
1823	0.1268167339
1824	0.1268092174
1825	0.1268014608
1826	0.1267890849
1827	0.1267744038
1828	0.126750712
1829	0.1267284283
1830	0.126701351
1831	0.1266869504
1832	0.1266638504
1833	0.1266460494
1834	0.1266353776
1835	0.1266180155
1836	0.1266086815
1837	0.1265875203
1838	0.1265606804
1839	0.1265163961
1840	0.1265007385
1841	0.1264822582
1842	0.126460057
1843	0.1264459348
1844	0.1264355424
1845	0.1264149626
1846	0.1263935688
1847	0.1263807655
1848	0.1263552955
1849	0.1263431312
1850	0.1263172453
1851	0.1262910307
1852	0.1262738612
1853	0.1262673388
1854	0.1262192022
1855	0.1261681169
1856	0.1261483891
1857	0.126116574
1858	0.1261010975
1859	0.1260763463
1860	0.1260621532
1861	0.1260506166
1862	0.1260350436
1863	0.1260087196
1864	0.1259361454
1865	0.1259004661
1866	0.1258776381
1867	0.12584749
1868	0.1258247349
1869	0.1258111174
1870	0.1257830924
1871	0.1257572299
1872	0.1257411531
1873	0.1257223482
1874	0.1257093037
1875	0.1256977577
1876	0.1256708994
1877	0.1256593246
1878	0.1256305652
1879	0.1256106798
1880	0.1255967459
1881	0.125575757
1882	0.1255435315
1883	0.1255311992
1884	0.1254867371
1885	0.1254657385
1886	0.1254416765
1887	0.1254323704
1888	0.1254187459
1889	0.1253804861
1890	0.1253562462
1891	0.1253341184
1892	0.1253172097
1893	0.1253047277
1894	0.1252895075
1895	0.1252483298
1896	0.125198938
1897	0.1251775302
1898	0.125169923
1899	0.125164523
1900	0.1251450529
1901	0.1251129455
1902	0.1250965256
1903	0.1250807606
1904	0.1250573906
1905	0.1250374907
1906	0.1250224573
1907	0.1249950282
1908	0.1249797557
1909	0.1249629328
1910	0.1249421099
1911	0.1249335799
1912	0.1249154148
1913	0.1249054651
1914	0.1248891472
1915	0.1248655009
1916	0.1248447853
1917	0.1248179057
1918	0.1248098629
1919	0.124796582
1920	0.1247845703
1921	0.1247763692
1922	0.1247338972
1923	0.1247192795
1924	0.1246960239
1925	0.1246642354
1926	0.1246412538
1927	0.1246197135
1928	0.1246112308
1929	0.1245879621
1930	0.124572672
1931	0.1245530487
1932	0.1245398501
1933	0.1245288439
1934	0.124497224
1935	0.1244756947
1936	0.1244502282
1937	0.1244353495
1938	0.1244223098
1939	0.1244044686
1940	0.1243991358
1941	0.1243758325
1942	0.1243469328
1943	0.1243267298
1944	0.1243155006
1945	0.1242667005
1946	0.1242330019
1947	0.1242204248
1948	0.1242040222
1949	0.1241955917
1950	0.1241621769
1951	0.1241495508
1952	0.1241122962
1953	0.12410577
1954	0.1240549126
1955	0.1240453392
1956	0.124021717
1957	0.1239962114
1958	0.123961014
1959	0.1239463221
1960	0.123938303
1961	0.1239294987
1962	0.1239207909
1963	0.1239114343
1964	0.1239031818
1965	0.1238806003
1966	0.1238303163
1967	0.1238091063
1968	0.1237935735
1969	0.1237783701
1970	0.1237643266
1971	0.1237382757
1972	0.1237116119
1973	0.1236990407
1974	0.1236871152
1975	0.1236796644
1976	0.1236599634
1977	0.1236456275
1978	0.1236305587
1979	0.1236183381
1980	0.1235999712
1981	0.1235864096
1982	0.123568978
1983	0.1235548271
1984	0.1235450535
1985	0.1235369917
1986	0.1235292523
1987	0.1235082367
1988	0.1234905414
1989	0.1234833674
1990	0.1234689221
1991	0.1234582955
1992	0.1233946753
1993	0.1233731402
1994	0.1233301395
1995	0.1233165585
1996	0.1233115947
1997	0.123304588
1998	0.1232883882
1999	0.1232800303
2000	0.1232582446
2001	0.1232315279
2002	0.1232053523
2003	0.1231832981
2004	0.1231719642
2005	0.1231584141
2006	0.1231351611
2007	0.1230877369
2008	0.1230578645
2009	0.1230440451
2010	0.1230106568
2011	0.1229892447
2012	0.1229749159
2013	0.1229498395
2014	0.1229406966
2015	0.1229221173
2016	0.1229074572
2017	0.1228900532
2018	0.1228739688
2019	0.122857693
2020	0.1228193275
2021	0.1227971565
2022	0.1227702193
2023	0.1227517612
2024	0.1227401446
2025	0.1227270358
2026	0.1227172517
2027	0.1226934754
2028	0.122678278
2029	0.1226507609
2030	0.1225931365
2031	0.1225753233
2032	0.122545377
2033	0.1225410245
2034	0.1225318842
2035	0.1225090292
2036	0.1224983802
2037	0.1224734302
2038	0.1224554603
2039	0.1224302927
2040	0.1224145468
2041	0.1223981154
2042	0.1223717309
2043	0.1223478121
2044	0.1223276351
2045	0.1223144117
2046	0.122301197
2047	0.1222809515
2048	0.1222567975
2049	0.1222461144
2050	0.1222245373
2051	0.1222142365
2052	0.1222015634
2053	0.1221588754
2054	0.1221415351
2055	0.1221201662
2056	0.1220925388
2057	0.1220811515
2058	0.1220779594
2059	0.1220643522
2060	0.1220488295
2061	0.122040916
2062	0.1220277948
2063	0.1220112597
2064	0.1219997688
2065	0.1219763361
2066	0.1219587944
2067	0.1219287423
2068	0.1219188175
2069	0.1219114104
2070	0.1218997097
2071	0.1218856845
2072	0.1218753459
2073	0.1218455695
2074	0.121815132
2075	0.1218045285
2076	0.1217924822
2077	0.1217793423
2078	0.1217631214
2079	0.121747378
2080	0.1217354821
2081	0.1217286291
2082	0.1216916698
2083	0.1216732727
2084	0.1216646055
2085	0.1216613425
2086	0.1216445728
2087	0.1216368903
2088	0.1216194684
2089	0.1216075889
2090	0.1215969393
2091	0.1215853409
2092	0.1215755089
2093	0.1215659582
2094	0.1215456319
2095	0.1215219467
2096	0.121511115
2097	0.1214965523
2098	0.1214766219
2099	0.1214474198
